County Name	County Pop	City Name	City Pop	No. Zip Codes
Anderson County	41169	Cayuga	199	1
Anderson County	41169	Elkhart	4460	1
Anderson County	41169	Frankston	4830	1
Anderson County	41169	Montalba	850	1
Anderson County	41169	Neches	484	1
Anderson County	41169	Palestine	28771	4
Anderson County	41169	Tennessee Colony	1575	4
Andrews County	17350	Andrews	17350	1
Angelina County	77359	Diboll	7120	1
Angelina County	77359	Huntington	6910	1
Angelina County	77359	Lufkin	58269	5
Angelina County	77359	Pollok	3120	1
Angelina County	77359	Zavalla	1940	1
Aransas County	19724	Fulton	2354	1
Aransas County	19724	Rockport	17370	2
Archer County	5745	Archer City	1720	1
Archer County	5745	Holliday	1960	1
Archer County	5745	Megargel	295	1
Archer County	5745	Scotland	450	1
Archer County	5745	Windthorst	1320	1
Armstrong County	1677	Claude	1610	1
Armstrong County	1677	Wayside	67	1
Atascosa County	44002	Campbellton	260	1
Atascosa County	44002	Charlotte	1900	1
Atascosa County	44002	Christine	450	1
Atascosa County	44002	Jourdanton	5550	1
Atascosa County	44002	Leming	1172	1
Atascosa County	44002	Lytle	6990	1
Atascosa County	44002	Peggy	0	1
Atascosa County	44002	Pleasanton	13470	1
Atascosa County	44002	Poteet	9580	1
Atascosa County	44002	Somerset	4630	1
Austin County	28262	Bellville	8810	1
Austin County	28262	Bleiblerville	240	1
Austin County	28262	Industry	620	1
Austin County	28262	Kenney	222	1
Austin County	28262	New Ulm	1780	1
Austin County	28262	San Felipe	490	1
Austin County	28262	Sealy	13140	1
Austin County	28262	Wallis	2960	1
Bailey County	7714	Enochs	54	1
Bailey County	7714	Maple	30	1
Bailey County	7714	Muleshoe	7630	1
Bandera County	17189	Bandera	7770	1
Bandera County	17189	Medina	1310	1
Bandera County	17189	Pipe Creek	7730	1
Bandera County	17189	Tarpley	230	1
Bandera County	17189	Vanderpool	149	1
Bastrop County	72260	Bastrop	23720	1
Bastrop County	72260	Cedar Creek	12470	1
Bastrop County	72260	Elgin	21410	1
Bastrop County	72260	Mc Dade	1370	1
Bastrop County	72260	Paige	2510	1
Bastrop County	72260	Red Rock	2110	1
Bastrop County	72260	Rosanky	1010	1
Bastrop County	72260	Smithville	7660	1
Baylor County	2940	Seymour	2940	1
Bee County	22551	Beeville	18951	2
Bee County	22551	Mineral	145	1
Bee County	22551	Normanna	230	1
Bee County	22551	Pawnee	227	1
Bee County	22551	Pettus	675	1
Bee County	22551	Skidmore	1670	1
Bee County	22551	Tuleta	373	1
Bee County	22551	Tynan	280	1
Bell County	311705	Belton	33020	1
Bell County	311705	Burlington	490	1
Bell County	311705	Fort Hood	23160	1
Bell County	311705	Harker Heights	27060	1
Bell County	311705	Heidenheimer	217	1
Bell County	311705	Holland	2440	1
Bell County	311705	Killeen	133741	7
Bell County	311705	Little River Academy	2100	1
Bell County	311705	Nolanville	4880	1
Bell County	311705	Pendleton	202	1
Bell County	311705	Rogers	2510	1
Bell County	311705	Salado	7270	1
Bell County	311705	Temple	70005	6
Bell County	311705	Troy	4610	1
Bexar County	1658879	Adkins	7890	1
Bexar County	1658879	Atascosa	6860	1
Bexar County	1658879	Boerne	13970	1
Bexar County	1658879	Converse	41270	1
Bexar County	1658879	Elmendorf	7800	1
Bexar County	1658879	Helotes	27840	1
Bexar County	1658879	Lackland A F B	2730	1
Bexar County	1658879	Macdona	584	1
Bexar County	1658879	Randolph A F B	553	1
Bexar County	1658879	Saint Hedwig	2280	1
Bexar County	1658879	San Antonio	1519992	84
Bexar County	1658879	Universal City	19560	1
Bexar County	1658879	Von Ormy	7550	1
Blanco County	9158	Blanco	5040	1
Blanco County	9158	Hye	108	1
Blanco County	9158	Johnson City	3410	1
Blanco County	9158	Round Mountain	600	1
Borden County	310	Gail	310	1
Bosque County	16079	Clifton	5870	1
Bosque County	16079	Cranfills Gap	430	1
Bosque County	16079	Iredell	610	1
Bosque County	16079	Kopperl	870	1
Bosque County	16079	Laguna Park	309	1
Bosque County	16079	Meridian	2110	1
Bosque County	16079	Morgan	1340	1
Bosque County	16079	Valley Mills	3480	1
Bosque County	16079	Walnut Springs	1060	1
Bowie County	80977	De Kalb	4920	1
Bowie County	80977	Hooks	4640	1
Bowie County	80977	Maud	3400	1
Bowie County	80977	Nash	3130	1
Bowie County	80977	New Boston	7800	1
Bowie County	80977	Redwater	1027	1
Bowie County	80977	Simms	1550	1
Bowie County	80977	Texarkana	54510	6
Brazoria County	326560	Alvin	45933	2
Brazoria County	326560	Angleton	27997	2
Brazoria County	326560	Brazoria	11720	1
Brazoria County	326560	Clute	14410	1
Brazoria County	326560	Damon	2070	1
Brazoria County	326560	Danbury	2970	1
Brazoria County	326560	Danciger	42	1
Brazoria County	326560	Freeport	15784	2
Brazoria County	326560	Lake Jackson	28660	1
Brazoria County	326560	Liverpool	1160	1
Brazoria County	326560	Manvel	16600	1
Brazoria County	326560	Old Ocean	330	1
Brazoria County	326560	Pearland	122094	3
Brazoria County	326560	Rosharon	23230	1
Brazoria County	326560	Sweeny	6960	1
Brazoria County	326560	West Columbia	6600	1
Brazos County	152609	Bryan	82184	7
Brazos County	152609	College Station	69597	6
Brazos County	152609	Kurten	104	1
Brazos County	152609	Millican	383	1
Brazos County	152609	Wellborn	341	1
Brewster County	7936	Alpine	6690	3
Brewster County	7936	Big Bend National Park	208	1
Brewster County	7936	Marathon	438	1
Brewster County	7936	Terlingua	600	1
Briscoe County	1260	Quitaque	410	1
Briscoe County	1260	Silverton	850	1
Brooks County	6470	Encino	270	1
Brooks County	6470	Falfurrias	6200	1
Brown County	31944	Bangs	2500	1
Brown County	31944	Blanket	1130	1
Brown County	31944	Brookesmith	350	1
Brown County	31944	Brownwood	21594	3
Brown County	31944	Early	4260	1
Brown County	31944	May	1320	1
Brown County	31944	Zephyr	790	1
Burleson County	15848	Caldwell	10250	1
Burleson County	15848	Chriesman	119	1
Burleson County	15848	Deanville	222	1
Burleson County	15848	Lyons	507	1
Burleson County	15848	Snook	970	1
Burleson County	15848	Somerville	3780	1
Burnet County	33710	Bertram	4660	1
Burnet County	33710	Briggs	480	1
Burnet County	33710	Burnet	11640	1
Burnet County	33710	Marble Falls	16930	1
Caldwell County	35806	Dale	7710	1
Caldwell County	35806	Fentress	399	1
Caldwell County	35806	Lockhart	15770	1
Caldwell County	35806	Luling	6730	1
Caldwell County	35806	Martindale	2670	1
Caldwell County	35806	Maxwell	2080	1
Caldwell County	35806	Prairie Lea	447	1
Calhoun County	19856	Point Comfort	770	1
Calhoun County	19856	Port Lavaca	16320	1
Calhoun County	19856	Port O Connor	916	1
Calhoun County	19856	Seadrift	1850	1
Callahan County	10908	Baird	2280	1
Callahan County	10908	Clyde	6960	1
Callahan County	10908	Cross Plains	1590	1
Callahan County	10908	Putnam	78	1
Cameron County	372336	Brownsville	192274	5
Cameron County	372336	Combes	1516	1
Cameron County	372336	Harlingen	77241	4
Cameron County	372336	La Feria	10480	1
Cameron County	372336	Los Fresnos	14880	1
Cameron County	372336	Los Indios	1257	1
Cameron County	372336	Lozano	588	1
Cameron County	372336	Olmito	4230	1
Cameron County	372336	Port Isabel	9400	1
Cameron County	372336	Rio Hondo	5520	1
Cameron County	372336	San Benito	46250	1
Cameron County	372336	Santa Maria	1580	1
Cameron County	372336	Santa Rosa	4940	1
Cameron County	372336	South Padre Island	2180	1
Camp County	12710	Leesburg	1040	1
Camp County	12710	Pittsburg	11670	1
Carson County	4980	Groom	690	1
Carson County	4980	Panhandle	2770	1
Carson County	4980	Skellytown	430	1
Carson County	4980	White Deer	1090	1
Cass County	24398	Atlanta	9330	1
Cass County	24398	Bivins	1220	1
Cass County	24398	Bloomburg	1140	1
Cass County	24398	Douglassville	890	1
Cass County	24398	Hughes Springs	4150	1
Cass County	24398	Kildare	96	1
Cass County	24398	Linden	3360	1
Cass County	24398	Marietta	550	1
Cass County	24398	Mc Leod	602	1
Cass County	24398	Queen City	3060	1
Castro County	6571	Dimmitt	4590	1
Castro County	6571	Hart	1230	1
Castro County	6571	Nazareth	690	1
Castro County	6571	Summerfield	61	1
Chambers County	36392	Anahuac	4690	1
Chambers County	36392	Baytown	20410	1
Chambers County	36392	Hankamer	960	1
Chambers County	36392	Mont Belvieu	2626	1
Chambers County	36392	Stowell	686	1
Chambers County	36392	Wallisville	670	1
Chambers County	36392	Winnie	6350	1
Cherokee County	38085	Alto	3160	1
Cherokee County	38085	Cuney	125	1
Cherokee County	38085	Gallatin	269	1
Cherokee County	38085	Jacksonville	23770	1
Cherokee County	38085	Maydelle	162	1
Cherokee County	38085	New Summerfield	1053	1
Cherokee County	38085	Reklaw	580	1
Cherokee County	38085	Rusk	7940	1
Cherokee County	38085	Wells	1026	1
Childress County	5086	Childress	5040	1
Childress County	5086	Tell	46	1
Clay County	6224	Bellevue	870	1
Clay County	6224	Bluegrove	24	1
Clay County	6224	Byers	590	1
Clay County	6224	Henrietta	4100	1
Clay County	6224	Petrolia	640	1
Cochran County	2764	Bledsoe	64	1
Cochran County	2764	Morton	2080	1
Cochran County	2764	Whiteface	620	1
Coke County	2744	Bronte	1180	1
Coke County	2744	Robert Lee	1500	1
Coke County	2744	Silver	0	1
Coke County	2744	Tennyson	64	1
Coleman County	6812	Burkett	154	1
Coleman County	6812	Coleman	4500	1
Coleman County	6812	Goldsboro	60	1
Coleman County	6812	Gouldbusk	130	1
Coleman County	6812	Novice	200	1
Coleman County	6812	Rockwood	38	1
Coleman County	6812	Santa Anna	1270	1
Coleman County	6812	Talpa	210	1
Coleman County	6812	Valera	167	1
Coleman County	6812	Voss	83	1
Collin County	809593	Allen	103880	2
Collin County	809593	Anna	14220	1
Collin County	809593	Blue Ridge	3170	1
Collin County	809593	Celina	10590	1
Collin County	809593	Copeville	575	1
Collin County	809593	Dallas	21910	1
Collin County	809593	Farmersville	8350	1
Collin County	809593	Frisco	61020	2
Collin County	809593	Josephine	633	1
Collin County	809593	Lavon	4260	1
Collin County	809593	Mckinney	169620	3
Collin County	809593	Melissa	8600	1
Collin County	809593	Nevada	4630	1
Collin County	809593	Plano	289131	9
Collin County	809593	Princeton	15500	1
Collin County	809593	Prosper	18620	1
Collin County	809593	Richardson	21030	1
Collin County	809593	Westminster	314	1
Collin County	809593	Weston	280	1
Collin County	809593	Wylie	53260	1
Collingsworth County	2521	Dodson	162	1
Collingsworth County	2521	Quail	59	1
Collingsworth County	2521	Sam Norwood	0	1
Collingsworth County	2521	Wellington	2300	1
Colorado County	19779	Alleyton	820	1
Colorado County	19779	Altair	233	1
Colorado County	19779	Cat Spring	1320	1
Colorado County	19779	Columbus	6310	1
Colorado County	19779	Eagle Lake	4360	1
Colorado County	19779	Garwood	860	1
Colorado County	19779	Glidden	350	1
Colorado County	19779	Nada	278	1
Colorado County	19779	Oakland	42	1
Colorado County	19779	Rock Island	301	1
Colorado County	19779	Sheridan	765	1
Colorado County	19779	Weimar	4140	1
Comal County	139461	Bulverde	10140	1
Comal County	139461	Canyon Lake	15360	1
Comal County	139461	Fischer	1050	1
Comal County	139461	New Braunfels	90951	4
Comal County	139461	San Antonio	6810	1
Comal County	139461	Spring Branch	15150	1
Comanche County	10679	Comanche	6300	1
Comanche County	10679	De Leon	2920	1
Comanche County	10679	Energy	79	1
Comanche County	10679	Gustine	840	1
Comanche County	10679	Proctor	250	1
Comanche County	10679	Sidney	290	1
Concho County	1726	Eden	1120	1
Concho County	1726	Lowake	19	1
Concho County	1726	Millersview	137	1
Concho County	1726	Paint Rock	450	1
Cooke County	34797	Era	520	1
Cooke County	34797	Gainesville	25428	2
Cooke County	34797	Lindsay	1230	1
Cooke County	34797	Muenster	2900	1
Cooke County	34797	Myra	214	1
Cooke County	34797	Rosston	85	1
Cooke County	34797	Valley View	4420	1
Coryell County	52436	Copperas Cove	35480	1
Coryell County	52436	Evant	880	1
Coryell County	52436	Flat	142	1
Coryell County	52436	Gatesville	14021	5
Coryell County	52436	Jonesboro	660	1
Coryell County	52436	Mound	83	1
Coryell County	52436	Oglesby	900	1
Coryell County	52436	Purmela	270	1
Cottle County	1228	Cee Vee	18	1
Cottle County	1228	Paducah	1210	1
Crane County	4780	Crane	4780	1
Crane County	4780	Girvin	0	1
Crockett County	3720	El Paso	80	1
Crockett County	3720	Ozona	3640	1
Crosby County	4870	Crosbyton	1590	1
Crosby County	4870	Lorenzo	1290	1
Crosby County	4870	Ralls	1990	1
Culberson County	2344	Van Horn	2344	1
Dallam County	10541	Dalhart	9840	1
Dallam County	10541	Kerrick	51	1
Dallam County	10541	Texline	650	1
Dallas County	2420732	Addison	14070	1
Dallas County	2420732	Balch Springs	23110	1
Dallas County	2420732	Carrollton	50192	2
Dallas County	2420732	Cedar Hill	46260	2
Dallas County	2420732	Coppell	42580	2
Dallas County	2420732	Dallas	1160626	105
Dallas County	2420732	Desoto	49222	2
Dallas County	2420732	Duncanville	39413	3
Dallas County	2420732	Garland	230548	9
Dallas County	2420732	Grand Prairie	168004	4
Dallas County	2420732	Hutchins	3500	1
Dallas County	2420732	Irving	232375	10
Dallas County	2420732	Lancaster	38210	2
Dallas County	2420732	Mesquite	140683	5
Dallas County	2420732	Richardson	76760	4
Dallas County	2420732	Rowlett	55739	3
Dallas County	2420732	Sachse	23010	1
Dallas County	2420732	Seagoville	15970	1
Dallas County	2420732	Sunnyvale	6380	1
Dallas County	2420732	Wilmer	4080	1
Dawson County	10330	Lamesa	10030	1
Dawson County	10330	Welch	300	1
Deaf Smith County	19537	Dawn	97	1
Deaf Smith County	19537	Hereford	19440	1
Delta County	4006	Ben Franklin	157	1
Delta County	4006	Cooper	2720	1
Delta County	4006	Enloe	109	1
Delta County	4006	Klondike	520	1
Delta County	4006	Lake Creek	200	1
Delta County	4006	Pecan Gap	300	1
Denton County	736181	Argyle	22740	1
Denton County	736181	Aubrey	27410	1
Denton County	736181	Carrollton	77310	2
Denton County	736181	Dallas	48340	1
Denton County	736181	Denton	126507	10
Denton County	736181	Flower Mound	68070	3
Denton County	736181	Frisco	56190	1
Denton County	736181	Justin	14250	1
Denton County	736181	Krum	8530	1
Denton County	736181	Lake Dallas	10800	1
Denton County	736181	Lewisville	114564	4
Denton County	736181	Little Elm	46950	1
Denton County	736181	Pilot Point	6840	1
Denton County	736181	Ponder	4590	1
Denton County	736181	Roanoke	34490	1
Denton County	736181	Sanger	13720	1
Denton County	736181	The Colony	54880	1
Dickens County	1690	Afton	121	1
Dickens County	1690	Dickens	250	1
Dickens County	1690	Mcadoo	79	1
Dickens County	1690	Spur	1240	1
Dimmit County	9536	Asherton	1220	1
Dimmit County	9536	Big Wells	610	1
Dimmit County	9536	Carrizo Springs	7550	1
Dimmit County	9536	Catarina	156	1
Donley County	2797	Clarendon	2410	1
Donley County	2797	Hedley	320	1
Donley County	2797	Lelia Lake	67	1
Duval County	10660	Benavides	1670	1
Duval County	10660	Concepcion	330	1
Duval County	10660	Freer	3180	1
Duval County	10660	Realitos	280	1
Duval County	10660	San Diego	5200	1
Eastland County	15203	Carbon	540	1
Eastland County	15203	Cisco	4470	1
Eastland County	15203	Desdemona	270	1
Eastland County	15203	Eastland	4790	1
Eastland County	15203	Gorman	1330	1
Eastland County	15203	Olden	293	1
Eastland County	15203	Ranger	2300	1
Eastland County	15203	Rising Star	1210	1
Ector County	153915	Gardendale	2830	1
Ector County	153915	Goldsmith	360	1
Ector County	153915	Notrees	0	1
Ector County	153915	Odessa	150704	9
Ector County	153915	Penwell	21	1
Edwards County	1570	Barksdale	230	1
Edwards County	1570	Rocksprings	1340	1
El Paso County	778308	Anthony	4780	1
El Paso County	778308	Canutillo	11640	1
El Paso County	778308	Clint	6460	1
El Paso County	778308	El Paso	728169	137
El Paso County	778308	Fabens	8957	1
El Paso County	778308	Fort Bliss	1665	2
El Paso County	778308	San Elizario	13370	1
El Paso County	778308	Tornillo	3267	1
Ellis County	162736	Avalon	430	1
Ellis County	162736	Bardwell	738	1
Ellis County	162736	Ennis	25463	2
Ellis County	162736	Ferris	6790	1
Ellis County	162736	Forreston	390	1
Ellis County	162736	Italy	2760	1
Ellis County	162736	Maypearl	1910	1
Ellis County	162736	Midlothian	33310	1
Ellis County	162736	Milford	1210	1
Ellis County	162736	Palmer	4710	1
Ellis County	162736	Red Oak	37570	1
Ellis County	162736	Waxahachie	47455	3
Erath County	29760	Bluff Dale	1220	1
Erath County	29760	Dublin	7330	1
Erath County	29760	Lingleville	208	1
Erath County	29760	Morgan Mill	299	1
Erath County	29760	Stephenville	20703	2
Falls County	11268	Chilton	1520	1
Falls County	11268	Lott	1990	1
Falls County	11268	Marlin	5380	1
Falls County	11268	Reagan	205	1
Falls County	11268	Rosebud	2080	1
Falls County	11268	Satin	93	1
Fannin County	26923	Bailey	312	1
Fannin County	26923	Bonham	9770	1
Fannin County	26923	Dodd City	950	1
Fannin County	26923	Ector	810	1
Fannin County	26923	Gober	108	1
Fannin County	26923	Honey Grove	2970	1
Fannin County	26923	Ivanhoe	900	1
Fannin County	26923	Ladonia	860	1
Fannin County	26923	Leonard	3970	1
Fannin County	26923	Randolph	233	1
Fannin County	26923	Ravenna	1050	1
Fannin County	26923	Savoy	1430	1
Fannin County	26923	Telephone	940	1
Fannin County	26923	Trenton	2150	1
Fannin County	26923	Windom	470	1
Fayette County	22163	Carmine	720	1
Fayette County	22163	Ellinger	360	1
Fayette County	22163	Fayetteville	1730	1
Fayette County	22163	Flatonia	2690	1
Fayette County	22163	La Grange	9400	1
Fayette County	22163	Muldoon	400	1
Fayette County	22163	Plum	182	1
Fayette County	22163	Round Top	1010	1
Fayette County	22163	Schulenburg	4740	1
Fayette County	22163	Warda	161	1
Fayette County	22163	Warrenton	0	1
Fayette County	22163	West Point	770	1
Fisher County	2817	Mc Caulley	160	1
Fisher County	2817	Roby	1010	1
Fisher County	2817	Rotan	1530	1
Fisher County	2817	Sylvester	117	1
Floyd County	5272	Aiken	0	1
Floyd County	5272	Dougherty	51	1
Floyd County	5272	Floydada	3050	1
Floyd County	5272	Lockney	2100	1
Floyd County	5272	South Plains	71	1
Foard County	1000	Crowell	1000	1
Fort Bend County	627326	Beasley	1840	1
Fort Bend County	627326	Fresno	21870	1
Fort Bend County	627326	Fulshear	13190	1
Fort Bend County	627326	Guy	770	1
Fort Bend County	627326	Houston	29290	1
Fort Bend County	627326	Katy	98080	1
Fort Bend County	627326	Kendleton	449	1
Fort Bend County	627326	Missouri City	100830	2
Fort Bend County	627326	Needville	10250	1
Fort Bend County	627326	Orchard	641	1
Fort Bend County	627326	Richmond	123990	3
Fort Bend County	627326	Rosenberg	36130	1
Fort Bend County	627326	Simonton	1080	1
Fort Bend County	627326	Stafford	32496	2
Fort Bend County	627326	Sugar Land	156188	5
Fort Bend County	627326	Thompsons	232	1
Franklin County	6860	Mount Vernon	5610	1
Franklin County	6860	Scroggins	1250	1
Freestone County	15848	Donie	510	1
Freestone County	15848	Fairfield	7010	1
Freestone County	15848	Kirvin	138	1
Freestone County	15848	Streetman	1590	1
Freestone County	15848	Teague	5040	1
Freestone County	15848	Wortham	1560	1
Frio County	13860	Bigfoot	660	1
Frio County	13860	Dilley	3650	1
Frio County	13860	Moore	980	1
Frio County	13860	Pearsall	8570	1
Gaines County	18080	Loop	390	1
Gaines County	18080	Seagraves	2820	1
Gaines County	18080	Seminole	14870	1
Galveston County	312154	Bacliff	8800	1
Galveston County	312154	Dickinson	38890	1
Galveston County	312154	Friendswood	50488	2
Galveston County	312154	Galveston	43152	6
Galveston County	312154	Gilchrist	296	1
Galveston County	312154	High Island	335	1
Galveston County	312154	Hitchcock	8560	1
Galveston County	312154	Kemah	6710	1
Galveston County	312154	La Marque	13850	1
Galveston County	312154	League City	79851	2
Galveston County	312154	Port Bolivar	2435	1
Galveston County	312154	Santa Fe	18700	2
Galveston County	312154	Texas City	40087	3
Garza County	3948	Justiceburg	48	1
Garza County	3948	Post	3900	1
Gillespie County	23966	Doss	210	1
Gillespie County	23966	Fredericksburg	20470	1
Gillespie County	23966	Harper	2400	1
Gillespie County	23966	Stonewall	720	1
Gillespie County	23966	Willow City	166	1
Glasscock County	1080	Garden City	1080	1
Goliad County	5324	Berclair	233	1
Goliad County	5324	Fannin	151	1
Goliad County	5324	Goliad	4800	1
Goliad County	5324	Weesatche	140	1
Gonzales County	18872	Belmont	70	1
Gonzales County	18872	Cost	490	1
Gonzales County	18872	Gonzales	11110	1
Gonzales County	18872	Harwood	920	1
Gonzales County	18872	Leesville	290	1
Gonzales County	18872	Nixon	3290	1
Gonzales County	18872	Ottine	32	1
Gonzales County	18872	Smiley	860	1
Gonzales County	18872	Waelder	1760	1
Gonzales County	18872	Wrightsboro	50	1
Gray County	20762	Alanreed	40	1
Gray County	20762	Lefors	604	1
Gray County	20762	Mclean	950	1
Gray County	20762	Pampa	19168	2
Grayson County	114177	Bells	2810	1
Grayson County	114177	Collinsville	2940	1
Grayson County	114177	Denison	26110	2
Grayson County	114177	Gordonville	1400	1
Grayson County	114177	Gunter	2940	1
Grayson County	114177	Howe	4030	1
Grayson County	114177	Pottsboro	6680	1
Grayson County	114177	Sadler	1250	1
Grayson County	114177	Sherman	43351	3
Grayson County	114177	Southmayd	367	1
Grayson County	114177	Tioga	1470	1
Grayson County	114177	Tom Bean	1249	1
Grayson County	114177	Van Alstyne	7180	1
Grayson County	114177	Whitesboro	8170	1
Grayson County	114177	Whitewright	4230	1
Gregg County	142213	Easton	271	1
Gregg County	142213	Gladewater	11730	1
Gregg County	142213	Judson	484	1
Gregg County	142213	Kilgore	24494	2
Gregg County	142213	Longview	98924	9
Gregg County	142213	White Oak	6310	1
Grimes County	24160	Anderson	2550	1
Grimes County	24160	Bedias	2520	1
Grimes County	24160	Iola	2190	1
Grimes County	24160	Navasota	12280	1
Grimes County	24160	Plantersville	3020	1
Grimes County	24160	Richards	1090	1
Grimes County	24160	Roans Prairie	126	1
Grimes County	24160	Shiro	384	1
Guadalupe County	123009	Cibolo	35880	1
Guadalupe County	123009	Geronimo	419	1
Guadalupe County	123009	Kingsbury	1840	1
Guadalupe County	123009	Marion	5540	1
Guadalupe County	123009	Mc Queeney	2160	1
Guadalupe County	123009	Schertz	34510	1
Guadalupe County	123009	Seguin	42327	2
Guadalupe County	123009	Staples	333	1
Hale County	30392	Abernathy	3070	1
Hale County	30392	Cotton Center	196	1
Hale County	30392	Edmonson	184	1
Hale County	30392	Hale Center	2600	1
Hale County	30392	Petersburg	1260	1
Hale County	30392	Plainview	23082	2
Hall County	2641	Estelline	154	1
Hall County	2641	Lakeview	167	1
Hall County	2641	Memphis	1980	1
Hall County	2641	Turkey	340	1
Hamilton County	7310	Carlton	180	1
Hamilton County	7310	Hamilton	3970	1
Hamilton County	7310	Hico	3070	1
Hamilton County	7310	Pottsville	90	1
Hansford County	5800	Gruver	1800	1
Hansford County	5800	Morse	250	1
Hansford County	5800	Spearman	3750	1
Hardeman County	3350	Chillicothe	870	1
Hardeman County	3350	Quanah	2480	1
Hardin County	50281	Batson	980	1
Hardin County	50281	Kountze	7690	1
Hardin County	50281	Lumberton	19330	1
Hardin County	50281	Saratoga	780	1
Hardin County	50281	Silsbee	14830	1
Hardin County	50281	Sour Lake	4670	1
Hardin County	50281	Thicket	421	1
Hardin County	50281	Village Mills	1284	1
Hardin County	50281	Votaw	296	1
Harris County	4144163	Alief	1018	1
Harris County	4144163	Barker	224	1
Harris County	4144163	Baytown	92521	3
Harris County	4144163	Bellaire	18900	2
Harris County	4144163	Channelview	32090	1
Harris County	4144163	Crosby	27120	1
Harris County	4144163	Cypress	155383	3
Harris County	4144163	Deer Park	31920	1
Harris County	4144163	Galena Park	9640	1
